,state_idx,action_idx,rank,mape,mae,mse,weight
740,246,2,3,0.7485176233115581,0.3598282115931266,0.15515888294184169,0.2819078947368421
741,247,0,2,0.26956041949547505,0.18624706264216964,0.060633258542756176,0.2819078947368421
742,247,1,3,0.4588820518497149,0.3222127301232358,0.1489234881487631,0.2819078947368421
743,247,2,3,0.34294475174349054,0.2174109690605869,0.10159635258515465,0.2819078947368421
744,248,0,3,0.3227748919096071,0.3208633146864765,0.18190642313144303,0.5024671052631579
745,248,1,2,0.2211860939340267,0.24439926419969513,0.08719742174527984,0.5024671052631579
746,248,2,2,0.22844273927157663,0.21731550380016404,0.08430197414979006,0.5024671052631579
747,249,0,3,1.3952575162668799,0.5722050484304744,0.42207102163404614,0.215625
748,249,1,2,1.15211832212793,0.3632633809652042,0.21204187808806685,0.215625
749,249,2,1,0.7466269887053971,0.49659190297985223,0.2997711881235295,0.215625
750,250,0,2,0.5067929985728733,0.31904499809623615,0.15716541854332672,0.5024671052631579
751,250,1,1,0.3369339771550357,0.3041206323881687,0.1860246742017557,0.5024671052631579
752,250,2,1,0.2955011775106023,0.22839523737376774,0.06945141569597942,0.5024671052631579
753,251,0,3,3.1235546969222927,0.3240831591823366,0.17645381353280384,0.2819078947368421
754,251,1,3,8.469338664725045,0.7583727700434104,0.7582759172352107,0.2819078947368421
755,251,2,3,4.233342875610454,0.4510576973777986,0.2177362117616354,0.2819078947368421
756,252,0,2,0.2787867587662263,0.2416705207634744,0.10869201768006682,0.2819078947368421
757,252,1,2,0.278291189290568,0.30456930414253286,0.11918506569530342,0.2819078947368421
758,252,2,2,0.2770586888324693,0.2840691671034425,0.11725149611573427,0.2819078947368421
759,253,0,2,1.4868692299156834,0.18322439316928082,0.05975942345770962,0.2819078947368421
760,253,1,3,3.6503808801677278,0.33516017397409276,0.1483046250830866,0.2819078947368421
761,253,2,3,11.825268798410681,0.5593084206860274,0.34382742743273936,0.2819078947368421
762,254,0,3,0.8590903161739054,0.4475170603358083,0.26532339924328446,0.5024671052631579
763,254,1,3,1.2962541760719921,0.3644214846681275,0.2440317129083723,0.5024671052631579
764,254,2,1,0.4979298847820595,0.2784338817673531,0.11289680437296927,0.5024671052631579
765,255,0,2,1.515507517556383,0.36211823195828474,0.19297025347343424,0.2819078947368421
766,255,1,3,2.8323034082625806,0.6345491537040343,0.4630362229146372,0.2819078947368421
767,255,2,3,2.527913992830405,0.5402785419012974,0.38358644584521767,0.2819078947368421
768,256,0,3,4.981609621955917,1.1533924465034326,1.4660764749555806,0.5024671052631579
769,256,1,3,3.908774224383085,0.8252114429726124,0.8263645117793219,0.5024671052631579
770,256,2,3,2.0846296410583434,0.42267554665092016,0.2453867460554167,0.5024671052631579
771,257,0,1,0.31173166007069614,0.20101249436980764,0.06747753530186364,0.2819078947368421
772,257,1,2,0.42074222109960413,0.5178896677897954,0.3730822621112538,0.2819078947368421
773,257,2,2,0.3635999925041096,0.3205732729888236,0.11713628891550121,0.2819078947368421
774,258,0,3,0.3478917729100956,0.27550097367302545,0.15113165383333668,0.5024671052631579
775,258,1,3,0.3035444079656692,0.31775738836064266,0.12035690932426983,0.5024671052631579
776,258,2,2,0.2583993558135595,0.22809059301586476,0.08414564508031219,0.5024671052631579
777,259,0,3,0.5696211821632469,0.41895772203094045,0.20101168490056062,0.5024671052631579
778,259,1,2,0.3655168121719556,0.22091977717125935,0.07829115448593203,0.5024671052631579
779,259,2,2,0.2834145954492895,0.17611400459289492,0.08464322444447986,0.5024671052631579
780,260,0,2,0.49112688684734196,0.32846854426118915,0.1483650145463654,0.5024671052631579
781,260,1,2,0.38395935840498935,0.31326647433761445,0.14611991039772457,0.5024671052631579
782,260,2,0,0.25369782994147744,0.23722149189281735,0.09164390184744142,0.5024671052631579
783,261,0,3,2.0022486087576166,0.7265003284842427,0.7134324517512124,0.5024671052631579
784,261,1,0,0.9430288637465507,0.4436176875583399,0.22142431031887388,0.5024671052631579
785,261,2,0,0.917565001860202,0.3359421199415928,0.1817310645655429,0.5024671052631579
786,262,0,2,0.5032314617651683,0.34614362025005246,0.14428036240258638,0.215625
787,262,1,2,0.6788974860640131,0.36111400811534633,0.1709130114002256,0.215625
788,262,2,2,0.6907161810222209,0.4433040399974324,0.2271932889887697,0.215625
789,263,0,0,1.309655899027235,0.357505973474302,0.16906842951589804,0.2819078947368421
790,263,1,3,2.8243329537939146,0.623406779868457,0.44488662682154834,0.2819078947368421
791,263,2,3,2.035136634573696,0.47378034830164223,0.28100822941817577,0.2819078947368421
792,264,0,3,1.6406339281483353,0.4497691855690655,0.3915540180470713,0.2819078947368421
793,264,1,3,1.2692537897594394,0.7293062397047464,0.546341902002685,0.2819078947368421
794,264,2,3,1.4764657668591468,0.5161397445405109,0.3445144402510767,0.2819078947368421
795,265,0,2,0.5613300252659595,0.4106084338359184,0.27467863141920873,0.5024671052631579
796,265,1,3,1.3640914622307505,0.6366281209720532,0.4929622365150741,0.5024671052631579
797,265,2,2,0.5597970734437839,0.30589697626636064,0.13668598278277164,0.5024671052631579
798,266,0,1,0.3675951584282576,0.20654907214739363,0.07802526101006939,0.5024671052631579
799,266,1,3,0.6537490979755716,0.2849393808697875,0.10175093101498782,0.5024671052631579
800,266,2,1,0.3695934111352974,0.18276560862337213,0.04642727548902218,0.5024671052631579
801,267,0,3,0.6871960002881842,0.3923836197439723,0.27648023237304525,0.2819078947368421
802,267,1,3,1.3677317273628116,0.5222099432165549,0.2932420022729983,0.2819078947368421
803,267,2,3,1.0450992910052233,0.3696528641097512,0.18365973060573024,0.2819078947368421
804,268,0,3,4.468559156826603,0.32510613764019447,0.14708138731773998,0.2819078947368421
805,268,1,3,3.887364529172944,0.33794481573587226,0.1492299392122003,0.2819078947368421
806,268,2,3,10.89474615530594,0.46724153820564474,0.2562164538599032,0.2819078947368421
807,269,0,3,0.5318489388662416,0.5391683159854549,0.36660986474452045,0.215625
808,269,1,1,0.2390009076171927,0.20569565090579622,0.07371062507885606,0.215625
809,269,2,3,0.3983642207376768,0.3707009672757647,0.20902198796890467,0.215625
810,270,0,2,0.39405967904517225,0.2622568104712511,0.086717764073193,0.215625
811,270,1,3,0.5422290261890662,0.275079910881677,0.10949057751394159,0.215625
812,270,2,2,0.47147379390118216,0.28678888980358,0.09700822457211412,0.215625
813,271,0,3,0.29559198280354587,0.23925905621425084,0.12409573283920221,0.5024671052631579
814,271,1,3,0.2502649068287661,0.26458258673334817,0.0952654970771842,0.5024671052631579
815,271,2,2,0.23810911731266046,0.21163179823144027,0.08231265642854793,0.5024671052631579
816,272,0,3,1.0267247591411992,0.40142076361742357,0.2692015518757958,0.5024671052631579
817,272,1,3,2.757601221018975,0.5495173865300086,0.3267290257883671,0.5024671052631579
818,272,2,3,1.4943284697308024,0.3901962024989906,0.18167958671133508,0.5024671052631579
819,273,0,3,0.7954117206862924,0.4250873065767152,0.25747996453542193,0.5024671052631579
820,273,1,3,1.885155680668128,0.3971338480996951,0.24035186049639137,0.5024671052631579
821,273,2,1,0.4534455563389252,0.19775747237277227,0.06034664532496418,0.5024671052631579
822,274,0,2,0.4414175090031475,0.2884976503915435,0.10465886173051153,0.5024671052631579
823,274,1,2,0.45149998998374524,0.23017088979034153,0.0760904362211663,0.5024671052631579
824,274,2,1,0.24318186021385327,0.13076708877454146,0.02801155118102715,0.5024671052631579
825,275,0,3,0.8396773235116655,0.3246093409927273,0.15653977565087193,0.5024671052631579
826,275,1,3,0.9514852508566186,0.4044552348951287,0.20787112895970553,0.5024671052631579
827,275,2,1,0.6177717250874911,0.28746955508695327,0.10368125038238202,0.5024671052631579
828,276,0,3,1.4336340771118643,0.355077451963205,0.21530068801284677,0.2819078947368421
829,276,1,3,1.5533626914421677,0.6842685740266362,0.4941674008102542,0.2819078947368421
830,276,2,3,1.506610748106012,0.48813038205843345,0.28140177145949347,0.2819078947368421
831,277,0,2,1.0163765054901759,0.44133679400541365,0.2287640577566371,0.5024671052631579
832,277,1,2,0.9131648426882865,0.3454186302410857,0.15794654969415575,0.5024671052631579
833,277,2,2,0.8187853600244278,0.38839986343524874,0.17416716669562335,0.5024671052631579
834,278,0,0,0.2541809115848604,0.1458627108939787,0.049300294867203755,0.5024671052631579
835,278,1,3,0.6255567898580546,0.28190679872447766,0.09768431489405525,0.5024671052631579
836,278,2,2,0.3292041156719298,0.15625288260569883,0.030417957386149386,0.5024671052631579
837,279,0,3,1.9801595925739288,0.40337078326562104,0.23326188124896965,0.5024671052631579
838,279,1,3,5.1634189949725675,0.7076996626026474,0.5732077538702101,0.5024671052631579
839,279,2,3,2.4574861818741947,0.3459323655400439,0.15948847905984045,0.5024671052631579
840,280,0,3,0.4494528877338837,0.33753409298314896,0.21956605582634456,0.5024671052631579
841,280,1,3,0.2915050695365016,0.26599848837888673,0.09037628251624667,0.5024671052631579
842,280,2,3,0.2994589349197592,0.22253720619372944,0.09822204472505912,0.5024671052631579
843,281,0,3,1.2493188041441476,0.31934675161550474,0.12654422624458994,0.5024671052631579
844,281,1,3,4.772963867525873,0.6049316770336285,0.4632401639130214,0.5024671052631579
845,281,2,3,1.7706082508336685,0.21510694155087576,0.06253570420518322,0.5024671052631579
846,282,0,3,0.46670280613706616,0.3879134220694443,0.17303695008988818,0.5024671052631579
847,282,1,2,0.2613617547825762,0.19797231769259863,0.06325063242743699,0.5024671052631579
848,282,2,2,0.24195717481734177,0.16063162077672669,0.06968994894775944,0.5024671052631579
849,283,0,0,0.31197419175168234,0.17774080433040554,0.06658086181355391,0.5024671052631579
850,283,1,3,0.6606402976274109,0.29232062766353456,0.10358743941355557,0.5024671052631579
851,283,2,1,0.3780708371801808,0.1821777668067437,0.042340702232361825,0.5024671052631579
852,284,0,1,0.4848154583650371,0.4471853540662803,0.31266282831877185,0.215625
853,284,1,2,0.5263017965672124,0.3767286886178806,0.16459414759961516,0.215625
854,284,2,2,0.707716873681302,0.6325753499332442,0.4874041695099261,0.215625
855,285,0,3,0.35027718898310517,0.3774759644434334,0.23026240877486095,0.5024671052631579
856,285,1,2,0.24780056764126024,0.2983154090363675,0.10761478710076611,0.5024671052631579
857,285,2,2,0.2577450556995126,0.28468496700721013,0.13019317455781043,0.5024671052631579
858,286,0,3,5.1233941107514225,0.26255237877565646,0.10432405024471936,0.2819078947368421
859,286,1,3,4.906559440467595,0.3321893635642675,0.148755222476281,0.2819078947368421
860,286,2,3,4.38702501578947,0.3249589540876323,0.12806034476210879,0.2819078947368421
861,287,0,3,1.9956165961828347,0.47805506380378193,0.3508951921149713,0.2819078947368421
862,287,1,3,1.791307187677776,0.5991855835701125,0.39525324083495555,0.2819078947368421
863,287,2,3,1.6088282643448075,0.41951217758507514,0.2432859220145505,0.2819078947368421
864,288,0,2,0.9214894070953008,0.2322437822676918,0.0773559660622802,0.5024671052631579
865,288,1,3,1.5222402547470242,0.341772259327958,0.14185918946648166,0.5024671052631579
866,288,2,1,0.4879419195910782,0.14655200324821457,0.03665632803110584,0.5024671052631579
867,289,0,3,0.6951248263302799,0.46801498948655595,0.28467427855496874,0.5024671052631579
868,289,1,3,0.7134811156451567,0.4376617550383671,0.23003342522117118,0.5024671052631579
869,289,2,1,0.38369976761847013,0.2210394484541612,0.0775032943938944,0.5024671052631579
870,290,0,3,4.924491145483763,1.196776918518077,1.6289280319849702,0.215625
871,290,1,3,1.7995561962850066,0.42287010484082144,0.19800807413262578,0.215625
872,290,2,3,3.6933526623231088,0.8716231107190554,0.8922871344786024,0.215625
873,291,0,3,4.500700918904467,0.3122549665527838,0.14750086649940464,0.2819078947368421
874,291,1,3,18.722871037063104,1.0015819734625542,1.1061553303959846,0.2819078947368421
875,291,2,3,2.605743116059136,0.2501677510743673,0.08453284978573643,0.2819078947368421
876,292,0,3,1.5330676071612475,0.3977427830327807,0.4015961783657871,0.2819078947368421
877,292,1,3,1.2049861973460858,0.5032722163046924,0.2996484685273204,0.2819078947368421
878,292,2,3,1.2948893541646347,0.39389582552964764,0.28725134474133207,0.2819078947368421
879,293,0,3,5.424097322546281,1.2779879446036968,1.8332737190651194,0.215625
880,293,1,3,2.085680189378191,0.449689861755772,0.2414659322448481,0.215625
881,293,2,3,4.482412642811023,1.034817370296255,1.2432283970929978,0.215625
882,294,0,2,0.23310594213566926,0.24381007514798045,0.11681578966438559,0.5024671052631579
883,294,1,3,0.25075159698802846,0.3221182447279101,0.13243979839184972,0.5024671052631579
884,294,2,1,0.159791242538334,0.15192032221647175,0.06212109227306436,0.5024671052631579
885,295,0,3,1.111729369106156,0.3828268395874472,0.2178095456551946,0.215625
886,295,1,2,0.8057473056875014,0.27344359716274574,0.11081550493341397,0.215625
887,295,2,0,0.42844881640693605,0.225843559715198,0.07672465222242668,0.215625
888,296,0,2,0.3912671952206292,0.42498002079767677,0.2674733167649292,0.5024671052631579
889,296,1,2,0.4251277018213265,0.6045515866684866,0.46027480133773535,0.5024671052631579
890,296,2,1,0.2592698821624743,0.2617516824211387,0.1266128545421504,0.5024671052631579
891,297,0,2,0.8897840522413906,0.4830411255246501,0.34198047129316045,0.215625
892,297,1,1,0.4335051419550144,0.27471670255589054,0.11796322492467497,0.215625
893,297,2,1,0.4237963262712538,0.31020174009807233,0.1265680603138817,0.215625
894,298,0,2,1.2235391997763991,0.5301298958669595,0.33564310251120344,0.5024671052631579
895,298,1,3,1.733222069197753,0.6474740668323513,0.5891494023534375,0.5024671052631579
896,298,2,2,0.8335864958819256,0.44788426696307077,0.22083755951161602,0.5024671052631579
897,299,0,1,0.3524558432225972,0.19052813244349964,0.05592446905107554,0.5024671052631579
898,299,1,3,1.002624872795085,0.46045635440217714,0.24663728466265153,0.5024671052631579
899,299,2,1,0.18719015431252997,0.08968183514828142,0.013923442348868506,0.5024671052631579
900,300,0,3,0.28677363336092637,0.34977347222107147,0.1633859572122264,0.5024671052631579
901,300,1,1,0.23676477955273176,0.31047298127708906,0.1164587505380128,0.5024671052631579
902,300,2,1,0.10837334762214706,0.11254400969259089,0.030041059278943377,0.5024671052631579
903,301,0,3,0.882434929088126,0.3719874648303863,0.18261869855304855,0.2819078947368421
904,301,1,3,0.8361841684670113,0.5254092294028477,0.29207230139109813,0.2819078947368421
905,301,2,3,0.9083794380355611,0.4650202818762339,0.23114419838926392,0.2819078947368421
906,302,0,3,0.5416105463113479,0.37868491377582564,0.261189978588877,0.5024671052631579
907,302,1,2,0.3726819707287294,0.38635980767899175,0.1723950869988655,0.5024671052631579
908,302,2,2,0.3294070052337226,0.2107283126260573,0.09939010954343079,0.5024671052631579
909,303,0,3,12.35634755892964,0.4640723992334734,0.25246185046053554,0.2819078947368421
910,303,1,3,21.427711848357802,1.0176292101287006,1.264614841114398,0.2819078947368421
911,303,2,3,19.20242310510848,0.8067831014338293,0.7155696653920055,0.2819078947368421
912,304,0,2,0.7889721722601161,0.5272938193859855,0.31871791784139997,0.5024671052631579
913,304,1,2,0.8885663843318766,0.529105321598303,0.3871719538354748,0.5024671052631579
914,304,2,1,0.5084710876737564,0.36639731058472585,0.15406362339798937,0.5024671052631579
915,305,0,3,0.6110597374753739,0.6393205145849175,0.4371101159004724,0.5024671052631579
916,305,1,1,0.4389356392472301,0.5439136051708201,0.37095043453024346,0.5024671052631579
917,305,2,1,0.2337065787797941,0.22548564191511797,0.11358709582656296,0.5024671052631579
918,306,0,2,0.888460659581488,0.7693344223293295,0.7557848717747389,0.5024671052631579
919,306,1,0,0.49857735447733287,0.5933537706360897,0.49571420379289083,0.5024671052631579
920,306,2,0,0.42337017489973744,0.40083686745833563,0.20512786505875458,0.5024671052631579
921,307,0,3,0.5362856997212696,0.42035037672217973,0.21193009028255425,0.5024671052631579
922,307,1,2,0.3995714160916409,0.4242154021522088,0.24223050692241063,0.5024671052631579
923,307,2,1,0.31515497666729325,0.2079795759319091,0.08048512883951814,0.5024671052631579
924,308,0,2,0.32365825583342617,0.34889368471701315,0.20678687254855518,0.5024671052631579
925,308,1,2,0.3787234655827556,0.5528625324471831,0.3849174772790485,0.5024671052631579
926,308,2,1,0.21248935633527513,0.23126693941942236,0.09757644737445414,0.5024671052631579
927,309,0,3,0.7654506755787406,0.4772973148591806,0.25754845816692384,0.5024671052631579
928,309,1,2,0.5335080279684987,0.521350095205638,0.38135423423382303,0.5024671052631579
929,309,2,2,0.5022858098008651,0.25121109290884774,0.11122465150927907,0.5024671052631579
930,310,0,3,0.8008157882921134,0.4971728831957402,0.3292052195221496,0.5024671052631579
931,310,1,3,0.8082313339810415,0.4348684403294895,0.2146924077702822,0.5024671052631579
932,310,2,3,0.5358491575678049,0.3370391977821365,0.13705562053033557,0.5024671052631579
933,311,0,2,0.8169333865620456,0.5470298147611107,0.3557119001798558,0.5024671052631579
934,311,1,3,1.0828444511386606,0.637083608915716,0.5808843945326284,0.5024671052631579
935,311,2,2,0.5790387740897418,0.4538865735432991,0.22569364169135797,0.5024671052631579
936,312,0,3,8.010522665967178,0.41888765568985886,0.19768204649746504,0.2819078947368421
937,312,1,3,23.895026748682298,1.1045180062340192,1.4319118389773855,0.2819078947368421
938,312,2,3,15.114347439186309,0.6742951544609447,0.5290244708457225,0.2819078947368421
939,313,0,1,1.796031865424829,1.1578964803492804,1.7661382819002156,0.215625
940,313,1,0,0.8525874085458724,0.8607867999317627,1.1243953380563223,0.215625
941,313,2,0,1.3435618827020717,1.009843913354057,1.417590157417606,0.215625
942,314,0,3,1.3282864979615172,0.5659051540808163,0.4149597929811895,0.5024671052631579
943,314,1,3,0.8572872640072565,0.2211100136473093,0.0825927101873317,0.5024671052631579
944,314,2,2,0.7728859926310486,0.2508153694343113,0.07312961180629278,0.5024671052631579
945,315,0,3,0.3330799884158645,0.29602923616400445,0.14188579496656029,0.5024671052631579
946,315,1,2,0.30882208219450186,0.36131649140366573,0.15844185000525524,0.5024671052631579
947,315,2,1,0.21461271177753125,0.20336300307361943,0.0645491801449294,0.5024671052631579
948,316,0,2,0.35018489384313956,0.2617124920194472,0.10238115091956779,0.2819078947368421
949,316,1,3,0.9464642333395398,0.6824749093268574,0.5873797687811783,0.2819078947368421
950,316,2,2,0.4025124141096403,0.3289863070450678,0.12962642416651962,0.2819078947368421
951,317,0,0,0.6339119678870795,0.6088083981428013,0.5383134794060428,0.5024671052631579
952,317,1,2,0.8225482591441925,0.9706319604989284,1.1800344087304302,0.5024671052631579
953,317,2,0,0.5623671765737761,0.6142492344655575,0.5367965788213559,0.5024671052631579
954,318,0,3,18.387491138453928,0.700638328839991,0.6637021123902511,0.215625
955,318,1,3,15.54432210007959,0.43313252955163534,0.2820099205548624,0.215625
956,318,2,3,10.621103296383792,0.5481468615198547,0.30907271910902745,0.215625
957,319,0,2,0.8493033320020044,0.5105956090996954,0.32981673702160075,0.5024671052631579
958,319,1,3,1.010726166800562,0.5254092008091313,0.33371744071345333,0.5024671052631579
959,319,2,0,0.44465891172626204,0.26051708433089965,0.09686748176559012,0.5024671052631579
960,320,0,1,0.7624431355356749,0.2803391083455044,0.1387127325921247,0.5024671052631579
961,320,1,3,2.069940300632154,0.5170723359286349,0.3175926377612414,0.5024671052631579
962,320,2,1,0.7838249604685972,0.23117539242306387,0.07110750661164891,0.5024671052631579
963,321,0,3,1.4842176974569188,0.6877932991969762,0.6394254300455461,0.215625
964,321,1,1,0.5121745935006686,0.351768039277935,0.1769260351500074,0.215625
965,321,2,1,0.6076762786185745,0.4212606615886301,0.26678245564186504,0.215625
966,322,0,2,0.6113337990711251,0.33208161262633656,0.12114747786547075,0.5024671052631579
967,322,1,2,0.6952837891978287,0.3269236591297639,0.13794783599639626,0.5024671052631579
968,322,2,0,0.12415268015543664,0.07870664654141633,0.01856732706227889,0.5024671052631579
969,323,0,2,0.8741317698714511,0.6255179603433373,0.5196646977528538,0.5024671052631579
970,323,1,2,0.5033153827727676,0.438853177393059,0.23192894056498906,0.5024671052631579
971,323,2,0,0.2036523501650697,0.1440611218186657,0.031057956571731854,0.5024671052631579
972,324,0,3,49.09926028976605,0.9355069226378618,1.1295110557108112,0.215625
973,324,1,3,8.001788724976375,0.23768879533698525,0.13732193290876094,0.215625
974,324,2,3,24.53041262534872,0.6279877000281632,0.5501023868831513,0.215625
975,325,0,3,1.518841373581229,0.2511211835964733,0.08174792876456252,0.5024671052631579
976,325,1,3,6.271846656484635,0.5624582013980223,0.3739296102496988,0.5024671052631579
977,325,2,3,3.0700815843744906,0.3853088317774917,0.18870543043989504,0.5024671052631579
978,326,0,3,1.3855794509819024,0.4631056710425135,0.3037056675852299,0.5024671052631579
979,326,1,3,1.7006491179342014,0.4537778977557707,0.25672552684897626,0.5024671052631579
980,326,2,1,0.33028944296765245,0.09848536511667176,0.013037743875258497,0.5024671052631579
981,327,0,3,23.491981606509828,0.8401939664592195,1.0115518658215255,0.2819078947368421
982,327,1,3,5.237781744074609,0.31354634385363095,0.16340540219746513,0.2819078947368421
983,327,2,3,43.62813902534742,0.5027212812342788,0.3563513482027336,0.2819078947368421
984,328,0,3,1.0513506762853664,0.3341048282905829,0.16640098243288715,0.5024671052631579
985,328,1,3,1.6701477395253994,0.42007518210715356,0.2258379047080318,0.5024671052631579
986,328,2,0,0.45937908143589495,0.3105018196253326,0.17040332562430716,0.5024671052631579
987,329,0,2,0.7917454302287705,0.4793823379785335,0.3105871624786745,0.5024671052631579
988,329,1,2,0.7620749411433471,0.5377726211449688,0.3506838369698502,0.5024671052631579
989,329,2,1,0.42454763048049565,0.18902191778400534,0.09529352884259068,0.5024671052631579
990,330,0,3,3.1076727878165564,0.6239943695984348,0.6007072813207931,0.215625
991,330,1,3,2.4372308872062063,0.5412620018062757,0.5498140300968098,0.215625
992,330,2,2,1.5401950885466509,0.7443377019942434,0.9868630961096443,0.215625
993,331,0,2,1.3424956906917387,0.582260241498895,0.36163533216741933,0.5024671052631579
994,331,1,2,1.4189518804026033,0.46986958699481596,0.29023061646643433,0.5024671052631579
995,331,2,0,0.2765526172738199,0.1414959931277708,0.04462661849192847,0.5024671052631579
996,332,0,0,0.3673845847842343,0.17927802861400358,0.05484119048287155,0.5024671052631579
997,332,1,3,2.228164988881074,0.5076472252265847,0.3102171049013669,0.5024671052631579
998,332,2,3,0.8660337931597035,0.22055310815667153,0.08675161427515943,0.5024671052631579
999,333,0,3,2.8527884514158206,0.36924076834069935,0.18217435934823667,0.5024671052631579
1000,333,1,3,6.466243778279543,0.5298816563725247,0.3504621985605118,0.5024671052631579
1001,333,2,3,1.7482173577899929,0.17317812755707962,0.04050559964512664,0.5024671052631579
1002,334,0,3,2.1548471431088876,0.37481717368246076,0.1823381428336146,0.2819078947368421
1003,334,1,3,3.6727988579955344,0.7166402108430084,0.5865519653530243,0.2819078947368421
1004,334,2,3,2.277385018197641,0.4305194407652779,0.23076368105707834,0.2819078947368421
1005,335,0,2,0.6825481919375643,0.38946662037453555,0.22996771603668656,0.5024671052631579
1006,335,1,2,0.6568389673244456,0.3514942026746164,0.14020611174387354,0.5024671052631579
1007,335,2,0,0.30249581565959155,0.24683989227188263,0.09801222094328448,0.5024671052631579
1008,336,0,3,20.391594316432634,0.7079733036522576,0.6646333517074215,0.5024671052631579
1009,336,1,3,12.112479223114414,0.5231792817865845,0.39283214341676026,0.5024671052631579
1010,336,2,3,2.8874941415326205,0.15453050975669533,0.0376692614814794,0.5024671052631579
1011,337,0,3,2.135138636049252,0.45999481098984135,0.3203956645609682,0.2819078947368421
1012,337,1,2,1.2886830862620897,0.544229310857513,0.36005081102273007,0.2819078947368421
1013,337,2,2,1.3938951138416975,0.3527385600311323,0.18275706818369894,0.2819078947368421
1014,338,0,3,0.7909540469199029,0.4423643701886821,0.34631101567135136,0.5024671052631579
1015,338,1,2,0.5097841254938239,0.5095331102418403,0.33899987034094775,0.5024671052631579
1016,338,2,2,0.5068488585650848,0.30394247953429887,0.15436846093956466,0.5024671052631579
1017,339,0,3,2.3652476853686077,0.5646937025379817,0.4252803777000651,0.5024671052631579
1018,339,1,3,5.5211827935494036,0.5066218472961176,0.32228058427775064,0.5024671052631579
1019,339,2,3,1.8612399126201786,0.1914308778883486,0.04593120264779075,0.5024671052631579
1020,340,0,3,0.4888350410642952,0.38415983148944743,0.19610880505269704,0.2819078947368421
1021,340,1,3,0.5504857300472733,0.49457480107069013,0.2627028375429707,0.2819078947368421
1022,340,2,3,0.6104408400295769,0.4219203330130388,0.31740312930998654,0.2819078947368421
1023,341,0,3,1.074990137046396,0.46388252655295,0.3081205191777436,0.5024671052631579
1024,341,1,3,1.5045109791503866,0.45501500584411714,0.2614225509935709,0.5024671052631579
1025,341,2,0,0.35808918916776783,0.12014826225938002,0.023080051200306997,0.5024671052631579
1026,342,0,3,1.9083674938439643,0.608387055269824,0.4571871402894172,0.5024671052631579
1027,342,1,3,4.911222028983783,0.4893234146659915,0.317861573274957,0.5024671052631579
1028,342,2,3,1.7119008835139822,0.23921855864219463,0.07268016795537058,0.5024671052631579
1029,343,0,3,1.3645165493770641,0.5381363753790163,0.42341672537861585,0.5024671052631579
1030,343,1,3,3.321411299435121,0.46862069554741054,0.29254179038973127,0.5024671052631579
1031,343,2,3,1.3015952258856531,0.2704496635916908,0.0882404087866062,0.5024671052631579
1032,344,0,1,0.3348809000060203,0.2391260980029731,0.09105586952179656,0.2819078947368421
1033,344,1,3,1.0743645978957723,0.5638806841268555,0.37402419840234113,0.2819078947368421
1034,344,2,2,0.625231101477428,0.3781168032643361,0.16136623630089295,0.2819078947368421
1035,345,0,3,0.6119443307834896,0.437149830753629,0.353147972669469,0.5024671052631579
1036,345,1,2,0.41292482945902914,0.42175835972427594,0.21665900977397834,0.5024671052631579
1037,345,2,2,0.3856438652093028,0.253321729475338,0.1472554003452035,0.5024671052631579
1038,346,0,3,0.4663320980059586,0.4694932870749633,0.3508896353353914,0.5024671052631579
1039,346,1,1,0.27443520656293724,0.35242086546190254,0.16084277081178736,0.5024671052631579
1040,346,2,1,0.24722305276711487,0.24581067739892135,0.10524680446486219,0.5024671052631579
1041,347,0,3,6.0524735427224785,0.5118244341516403,0.4105962648596854,0.2819078947368421
1042,347,1,3,21.006630176649583,0.5043015974451336,0.4896218510322894,0.2819078947368421
1043,347,2,3,27.90083923417049,0.6928989649595914,0.8684449019212767,0.2819078947368421
1044,348,0,2,0.759288651637542,0.38456225238551767,0.23919211635345827,0.5024671052631579
1045,348,1,2,0.7874575660485609,0.5562017803527306,0.35755250490076285,0.5024671052631579
1046,348,2,1,0.5054193246482787,0.21648406953175622,0.14374674123962972,0.5024671052631579
1047,349,0,2,0.7487858957139673,0.4155217079712619,0.2518134913670654,0.5024671052631579
1048,349,1,2,0.944461981238612,0.4414575397650418,0.22463471799174836,0.5024671052631579
1049,349,2,0,0.3419182895743476,0.20632647106612487,0.07830484053062661,0.5024671052631579
1050,350,0,3,4.438078356054223,1.0565594403267904,1.3822041860256693,0.5024671052631579
1051,350,1,3,3.010201205602383,0.6086965401847189,0.4877483546448911,0.5024671052631579
1052,350,2,3,1.185297390420166,0.28476889632258157,0.09408811031371234,0.5024671052631579
1053,351,0,3,0.44175263713038765,0.41298013578743636,0.21121385193840758,0.5024671052631579
1054,351,1,1,0.2233226577814218,0.25965611881615075,0.12167941348435034,0.5024671052631579
1055,351,2,1,0.19449728960705537,0.17094390044590246,0.055561895913916574,0.5024671052631579
1056,352,0,3,2.103172594403228,0.39995935960819057,0.3032668596974503,0.2819078947368421
1057,352,1,2,0.9788338268724271,0.44655569505005377,0.2414780442048805,0.2819078947368421
1058,352,2,2,1.1585470824621986,0.3125166096462178,0.146352075974317,0.2819078947368421
1059,353,0,2,0.8772090726414857,0.5142315222665239,0.3241647990821821,0.215625
1060,353,1,3,1.1551811976457236,0.5462391636859572,0.3782237366526395,0.215625
1061,353,2,0,0.6124909453433137,0.5171617616975602,0.3542583541156407,0.215625
